x1,x2,y
-1.0849595818012467,-1.0978306117950591,1
0.5751606456313025,-0.024032171954549097,2
0.9665981503869764,0.7570252735416966,3
1.4957741417763717,0.4249439241693459,3
0.3348917195717703,1.2776606276474092,2
-1.1618439125446556,-1.1054580173668496,1
-0.6453336396612185,1.0108305509320872,2
0.22571917984012796,0.4663990508026198,2
1.3248110911131443,0.2954450913011644,3
0.9742222029428068,0.4690002335353949,3
-0.3740004969642909,1.248377477573679,2
-0.5853369015703889,0.20859129639542295,1
-0.9175922693616544,-0.2772867709579828,2
0.6786193096538501,-0.15854777987928825,3
0.5062672632709146,-1.1384665371169174,3
1.3302013056657391,1.2474951824899745,3
0.01964629374349193,-0.04910301009905554,2
-1.587885438107261,-1.9482112215359169,1
-0.4234139560797996,1.6912922240307835,2
0.3384744731040878,0.5261905195428768,2
-2.079981935496719,-1.6710076053314435,1
0.907258530489899,1.9575287516966016,3
0.9345709049000658,0.80124909481617,2
-1.204808238124529,1.7059348666634802,1
-1.0566843782212465,0.7714472625885767,1
1.2537873218265114,1.1883280466265138,3
1.883584604273327,3.603302839175038,3
-1.6334665595652365,-0.9574816770219162,1
-2.3496140312748044,-3.9938600618866182,1
-1.4916892017392067,1.47759388079209,1
